date,position,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity
2025-05-28,1.0,0.013952005988347338,0.013952005988347338,1.0139520059883473,1.0139520059883473
2025-06-04,1.0,0.00911179625546299,0.00911179625546299,1.023190930079731,1.023190930079731
2025-06-11,1.0,-0.0065185296754731725,-0.0065185296754731725,1.0165212296383312,1.0165212296383312
2025-06-18,1.0,0.02415304066820756,0.02415304066820756,1.0410733082378822,1.0410733082378822
2025-06-26,0.0,0.0,0.02201453224667671,1.0410733082378822,1.0639920501532396
2025-07-03,1.0,-0.002750554361489521,-0.002750554361489521,1.0382097795092782,1.0610654821791003
2025-07-11,1.0,0.006350056129794446,0.006350056129794446,1.0448024698836635,1.067803307548325
2025-07-18,0.0,0.0,0.015169314249741106,1.0448024698836635,1.0840011514774386
2025-07-25,0.0,-0.0,-0.02414064585180309,1.0448024698836635,1.057832663576675
2025-08-01,0.0,0.0,0.02486653590228416,1.0448024698836635,1.0841372974841132
2025-08-08,0.0,0.0,0.009824554815879738,1.0448024698836635,1.0947884637911856
2025-08-15,0.0,0.0,0.002906246285733216,1.0448024698836635,1.0979701886977422
2025-08-22,0.0,-0.0,-0.00040292226466143166,1.0448024698836635,1.0975277920627813
2025-08-29,0.0,0.0,0.005860056380759371,1.0448024698836635,1.1039593668037195
2025-09-08,0.0,0.0,0.018618059794565323,1.0448024698836635,1.1245129483056417
2025-09-15,0.0,0.0,0.008972558974595257,1.0448024698836635,1.1346027070520102
2025-09-22,0.0,-0.0,-0.004738818985700166,1.0448024698836635,1.1292260302026054
2025-09-29,0.0,0.0,0.011948518507857386,1.0448024698836635,1.1427186083240355
2025-10-06,0.0,-0.0,-0.012760392952961608,1.0448024698836635,1.1281370698471593
2025-10-13,0.0,0.0,0.012457785411672972,1.0448024698836635,1.1421911593782688
2025-10-20,0.0,0.0,0.020765682548627318,1.0448024698836635,1.1659095384037665
2025-10-27,0.0,-0.0,-0.0027726977496692617,1.0448024698836635,1.1626768236503164
2025-11-03,1.0,-0.0027804962967058477,-0.0027804962967058477,1.041897400485363,1.159444005047891
2025-11-10,1.0,-0.023142198102181433,-0.023142198102181433,1.0177856044411828,1.132611922194686
2025-11-17,1.0,0.004596868774548124,0.004596868774548124,1.022464231305423,1.1378183905735038
2025-11-24,1.0,0.019140832925051088,0.019140832925051088,1.0420350483286809,1.1595971822865216
2025-12-02,1.0,0.0022155278059083905,0.0022155278059083905,1.044343705952984,1.1621663020875304
2025-12-09,1.0,-0.006105034909083096,-0.006105034909083096,1.03796795117106,1.155071236243126
2025-12-16,1.0,0.013389937573982102,0.013389937573982102,1.0518662772410345,1.1705375679899237
2025-12-23,1.0,-0.008779636707930805,-0.008779636707930805,1.0426312734615346,1.1602606733899874
2025-12-31,1.0,0.011130377530627067,0.011130377530627067,1.0542361531603999,1.1731748127187576
2026-01-08,1.0,0.003959305057337659,0.003959305057337659,1.0584101956932361,1.177819769687896
2026-01-15,1.0,-0.004348217104021779,-0.004348217104021779,1.0538079983772517,1.172698353619884
2026-01-23,1.0,0.003975436809222188,0.003975436809222188,1.0579973454838534,1.1773603418209788
2026-01-30,1.0,-0.0019509164314829297,-0.0019509164314829297,1.0559332810780837,1.175063410184344
2026-02-06,1.0,-0.0128435249194927,-0.0128435249194927,1.0423713756692357,1.1599714539936574
2026-02-13,1.0,0.0009387820292445781,0.0009387820292445781,1.0433499351845128,1.1610604143491035
2026-02-23,1.0,0.0058470817988605095,0.0058470817988605095,1.0494504876003725,1.1678492295652216
2026-03-02,1.0,-0.011815590917376939,-0.011815590917376939,1.0370506099508447,1.1540504008155053
2026-03-09,1.0,-0.0136228787478484,-0.0136228787478484,1.022922995236102,1.1383289121362898
2026-03-16,1.0,-0.020402708124190094,-0.020402708124190094,1.0020525959307776,1.1151039195926462
2026-03-23,1.0,-0.035719787001853076,-0.035719787001853076,0.9662594906394762,1.0752726450998653
2026-03-30,1.0,0.04311913740091455,0.04311913740091455,1.0079237663812974,1.1216374740273711
2026-04-07,1.0,0.053457196134310214,0.053457196134310214,1.061804544849175,1.1815970684680446
2026-04-14,0.0,0.0,0.013852482234846697,1.061804544849175,1.197965120867745
2026-04-21,0.0,0.0,0.010808409792706142,1.061804544849175,1.2109132188114524
2026-04-28,0.0,0.0,0.016973706316519843,1.061804544849175,1.2314669041623498
2026-05-05,0.0,0.0,0.01990960216045412,1.061804544849175,1.2559849202979882
2026-05-12,0.0,-0.0,-0.006028356567753468,1.061804544849175,1.2484133953547105
2026-05-19,0.0,0.0,0.022801360104187207,1.061804544849175,1.2768789187410843
2026-05-27,0.0,0.0,0.005036868255530402,1.061804544849175,1.2833103896330473
2026-06-03,0.0,-0.0,-0.0381973880086115,1.061804544849175,1.2342912847447514
